Month,Product_ID,Product_Name,Category,Produced_Units,Good_Units,Sales_Units,Revenue,COGS,Profit,Lead_Time_days,Efficiency_u_per_h,Inventory,MoM_Sales_pct,YoY_Sales_pct,MoM_LeadTime_pct,MoM_Eff_pct,Rolling_3m_Sales,MoM_Drop_Flag
2022-01-01,P009,MAK_SKU_09,Makeup,11128,10901,9445,317780.1,207889.09,77981.81,6.8,90.65599999999999,3952.4,,,,,9445.0,False
2022-02-01,P009,MAK_SKU_09,Makeup,9329,9099,8410,258944.33,167909.77000000002,67680.67,4.25,102.13499999999999,2952.5,-0.10958178930651141,,-0.375,0.1266215142957996,8927.5,True
2022-03-01,P009,MAK_SKU_09,Makeup,10214,9981,9107,306123.45,178358.34,101452.03,5.75,109.2775,2661.5,0.0828775267538644,,0.3529411764705883,0.06993195280755882,8987.333333333334,False
2022-04-01,P009,MAK_SKU_09,Makeup,10648,10538,9825,284745.72,187484.59,68937.73,4.0,107.4725,2747.75,0.07884045239925341,,-0.30434782608695654,-0.016517581386836344,9114.0,False
2022-05-01,P009,MAK_SKU_09,Makeup,12114,11946,10643,336405.66000000003,220162.24,77533.41,8.0,99.21000000000001,3058.4,0.08325699745547066,,1.0,-0.07688013212682299,9858.333333333334,False
2022-06-01,P009,MAK_SKU_09,Makeup,9892,9881,8754,289299.9,182663.11,83476.23,4.0,121.36999999999999,2997.0,-0.17748755050267784,,-0.5,0.22336458018344896,9740.666666666666,True
2022-07-01,P009,MAK_SKU_09,Makeup,8854,8748,7579,252645.75,161764.26,71276.32,5.25,92.66,3214.5,-0.1342243545807631,,0.3125,-0.23654939441377598,8992.0,True
2022-08-01,P009,MAK_SKU_09,Makeup,11038,10724,10092,337198.34,196664.06,110575.95,6.4,91.512,3820.6,0.33157408629106744,,0.21904761904761916,-0.012389380530973382,8808.333333333334,False
2022-09-01,P009,MAK_SKU_09,Makeup,9961,9841,9275,278654.41000000003,185301.32,65216.08,6.25,111.8975,3950.0,-0.0809552120491478,,-0.0234375,0.22276313488941324,8982.0,False
2022-10-01,P009,MAK_SKU_09,Makeup,11991,11819,10569,324317.66000000003,213033.34,74211.1,7.8,94.702,3614.6,0.13951482479784372,,0.248,-0.15367188721821312,9978.666666666666,False
2022-11-01,P009,MAK_SKU_09,Makeup,10933,10644,9974,301907.45999999996,198703.47,73746.48,7.75,109.6925,3408.5,-0.056296716813321934,,-0.0064102564102563875,0.15829127156765432,9939.333333333334,False
2022-12-01,P009,MAK_SKU_09,Makeup,10738,10540,9106,290658.22,188975.8,74305.48999999999,2.75,115.195,2885.0,-0.08702626829757365,,-0.6451612903225806,0.05016295553479044,9883.0,False
2023-01-01,P009,MAK_SKU_09,Makeup,12248,11963,10203,341265.24,221608.4,89454.83,7.0,100.328,3244.4,0.12047001976718641,0.08025410269984112,1.5454545454545454,-0.12905942098181333,9761.0,False
2023-02-01,P009,MAK_SKU_09,Makeup,9488,9339,9126,274228.1,174717.49,69482.78,7.0,98.35,3227.0,-0.10555718906204059,0.08513674197384069,0.0,-0.019715333705446203,9478.333333333334,True
2023-03-01,P009,MAK_SKU_09,Makeup,9843,9647,8902,255645.76,186385.2,42007.11,5.75,95.235,2451.0,-0.024545255314486036,-0.02251015702207093,-0.1785714285714286,-0.031672597864768615,9410.333333333334,False
2023-04-01,P009,MAK_SKU_09,Makeup,7365,7249,7101,206472.05,133729.71,46420.08,6.25,69.4675,3354.5,-0.20231408672208495,-0.2772519083969466,0.08695652173913038,-0.270567543445162,8376.333333333334,True
2023-05-01,P009,MAK_SKU_09,Makeup,11972,11710,10241,338549.35,221589.44,88268.22,5.2,98.796,3297.6,0.4421912406703281,-0.037771305083153295,-0.16799999999999993,0.4221902328426963,8748.0,False
2023-06-01,P009,MAK_SKU_09,Makeup,10598,10471,9082,304374.24,186977.75,87771.31,7.25,109.3825,3249.25,-0.11317254174397029,0.037468585789353526,0.39423076923076916,0.10715514798169945,8808.0,True
2023-07-01,P009,MAK_SKU_09,Makeup,11948,11739,11171,322142.32999999996,214301.6,79093.09,7.0,100.938,3253.8,0.23001541510680457,0.47394115318643615,-0.03448275862068961,-0.07720156332137218,10164.666666666666,False
2023-08-01,P009,MAK_SKU_09,Makeup,9297,9105,8325,272054.27,170556.27,79763.83,7.0,97.4,3152.0,-0.25476680691075104,-0.17508917954815695,0.0,-0.03505121956052226,9526.0,True
2023-09-01,P009,MAK_SKU_09,Makeup,9599,9535,9026,281546.38,172021.67,79388.08,8.25,108.515,2488.75,0.08420420420420416,-0.026846361185983825,0.1785714285714286,0.11411704312114979,9507.333333333334,False
2023-10-01,P009,MAK_SKU_09,Makeup,11282,11013,9820,313388.32999999996,200889.24,82993.08,6.2,90.12,3668.8,0.08796809217815205,-0.07086763175324062,-0.24848484848484842,-0.16951573515182228,9057.0,False
2023-11-01,P009,MAK_SKU_09,Makeup,10368,10162,9345,307763.41,182654.14,94880.55,4.75,102.9975,2545.5,-0.04837067209775969,-0.06306396631241229,-0.2338709677419355,0.14289280958721706,9397.0,False
2023-12-01,P009,MAK_SKU_09,Makeup,10657,10375,9374,292481.78,184663.22999999998,75899.48,9.25,106.02000000000001,3286.75,0.0031032637774210947,0.029431144300461343,0.9473684210526316,0.02934537246049662,9513.0,False
2024-01-01,P009,MAK_SKU_09,Makeup,12646,12285,10920,368870.69,227224.96,106903.98,7.4,97.05,3466.6,0.16492425858758275,0.07027344898559251,-0.19999999999999996,-0.08460667798528587,9879.666666666666,False
2024-02-01,P009,MAK_SKU_09,Makeup,9245,9200,8865,297251.33999999997,167613.47999999998,102214.43,7.5,87.1775,3793.75,-0.18818681318681318,-0.02859960552268248,0.013513513513513375,-0.10172591447707369,9719.666666666666,True
2024-03-01,P009,MAK_SKU_09,Makeup,9274,9149,8465,268501.27,174182.66999999998,64282.56,5.75,97.8475,3899.0,-0.04512126339537503,-0.04909009211413162,-0.23333333333333328,0.12239396633305621,9416.666666666666,False
2024-04-01,P009,MAK_SKU_09,Makeup,12283,11855,11210,362150.41,214256.11,115224.87,4.6,102.54,3358.6,0.3242764323685765,0.578650894240248,-0.20000000000000007,0.047957280461943474,9513.333333333334,False
2024-05-01,P009,MAK_SKU_09,Makeup,9562,9399,8732,286718.06,172862.88,87450.98999999999,6.75,90.505,3498.5,-0.2210526315789474,-0.14734889170979393,0.46739130434782616,-0.11736883167544387,9469.0,True
2024-06-01,P009,MAK_SKU_09,Makeup,9053,8924,7787,254101.46999999997,163968.65,66329.35,6.0,95.0325,2844.75,-0.10822262940907013,-0.1425897379431843,-0.11111111111111116,0.05002486050494448,9243.0,True
2024-07-01,P009,MAK_SKU_09,Makeup,12075,11797,11213,333161.95,207798.97,91408.7,7.2,101.86800000000001,3313.0,0.4399640426351612,0.0037597350281979303,0.19999999999999996,0.07192802462315528,9244.0,False
2024-08-01,P009,MAK_SKU_09,Makeup,10025,9746,8395,273386.12,177121.04,67123.09,5.5,108.0625,3909.75,-0.25131543743868723,0.008408408408408397,-0.23611111111111116,0.06080908626850423,9131.666666666666,True
2024-09-01,P009,MAK_SKU_09,Makeup,12314,12114,11725,336952.33,232657.56,69741.78,7.4,117.872,3020.6,0.3966646813579511,0.2990250387768669,0.34545454545454546,0.09077617119722392,10444.333333333334,False
2024-10-01,P009,MAK_SKU_09,Makeup,8805,8596,8396,253353.86,157188.58,70650.0,7.25,99.005,3112.25,-0.28392324093816634,-0.14501018329938897,-0.020270270270270285,-0.16006345866702865,9505.333333333334,True
2024-11-01,P009,MAK_SKU_09,Makeup,10258,10044,9463,298753.86,177982.94,96339.78,6.5,118.2375,2958.5,0.1270843258694616,0.012627073301230585,-0.10344827586206895,0.19425786576435544,9861.333333333334,False
2024-12-01,P009,MAK_SKU_09,Makeup,11896,11578,11289,338036.88,211460.43,95326.51,5.2,100.358,2518.2,0.19296206277079153,0.20428845743545976,-0.19999999999999996,-0.1512168305317686,9716.0,False
